ID;Bank_Name;Branch_Name;Address;Town_ID;Telephone;Fax;Opening_Date
8632;Türkiye Vakıflar Bankası T.A.O.;Yıldıztepe İstanbul Şubesi;Yıldıztepe Mah. Bağcılar Cad. No: 86/A Bağcılar/İstanbul 34200_Bağcılar/İstanbul;2004;212-634 89 11;212-462 80 46;12.11.2010
8633;Türkiye Vakıflar Bankası T.A.O.;Bahçelievler/İstanbul Şubesi;Bahçelievler Mahallesi Delihüseyin Paşa Caddesi No:3/A Bahçe ievler/İstanbul 34180_Bahçelievler/İstanbul;2005;212-554 22 38;212-502 70 05;14.03.1990
8634;Türkiye Vakıflar Bankası T.A.O.;Çalışlar Caddesi İstanbul Şubesi;Bahçelievler Mahallesi İzzettin Çalışlar Cad.No:36/A Bahçeli vler/İstanbul 34180_Bahçelievler/İstanbul;2005;212-505 91 06;212-505 91 23;25.06.2010
8635;Türkiye Vakıflar Bankası T.A.O.;Radar Yenibosna İstanbul Şubesi;Yenibosna Merkez Mah. Güneşli Yolu Caddesi No:1/A Bahçelievl r/İstanbul 34197_Bahçelievler/İstanbul;2005;212-651 35 57;212-651 26 68;26.11.2010
8636;Türkiye Vakıflar Bankası T.A.O.;Soğanlı İstanbul Şubesi;Soğanlı Mah. Mustafa Kemal Paşa Cad. No:133/A Bahçelievler/İ tanbul 34180_Bahçelievler/İstanbul;2005;212-553 52 22;212-553 52 01;22.12.2010
8637;Türkiye Vakıflar Bankası T.A.O.;Şirinevler Şubesi;Hürriyet Mh. Mahmutbey Cd. No:11/A Bahçelievler/İstanbul 34188_Bahçelievler/İstanbul;2005;212-451 21 40;212-451 21 46;22.06.1987
8638;Türkiye Vakıflar Bankası T.A.O.;Yenibosna İstanbul Şubesi;Çobançeşme Mahallesi Sanayi Caddesi No:44Ad Bahçelievler/İst nbul 34197_Bahçelievler/İstanbul;2005;212-639 62 61;212-639 54 48;18.02.2008
8639;Türkiye Vakıflar Bankası T.A.O.;Ataköy İstanbul Şubesi;Ataköy 2-5-6.Kısım Mahallesi Dumlupınar Sokak No:11/2A/1 Bak rköy/İstanbul 34158_Bakırköy/İstanbul;1166;212-559 19 34;212-559 19 25;01.06.1989
8640;Türkiye Vakıflar Bankası T.A.O.;Atrium Avm Şubesi;Ataköy 7-8-9-10.Kısım Mahallesi Karanfil Sokak No:2 Bağımsız Bölüm No:18,19,20,21 Bakırköy/İstanbul 34158_Bakırköy/İstanbul;1166;212-559 12 26;212-559 12 32;24.11.2010
8641;Türkiye Vakıflar Bankası T.A.O.;Bakırköy Adliyesi Bağlı Şubesi;Osmaniye Mahallesi İsmail Erez Bulvarı Bakırköy Adliye Sarayı Ek Hizmet Binası No:14/1/1 Bakırköy/İstanbul 34146_Bakırköy/İstanbul;1166;212-570 60 33;212-660 87 73;30.06.2008
8642;Türkiye Vakıflar Bankası T.A.O.;Bakırköy Şubesi;Zeytinlik Mah. Fahri Korutürk Cad. No 19 Bakırköy/İstanbul 34140_Bakırköy/İstanbul;1166;212-414 03 00;212-660 87 73;07.02.1972
8643;Türkiye Vakıflar Bankası T.A.O.;Dünya Ticaret Merkezi Şubesi;Yeşilköy Mah.Atatürk Cad.A3 Blok No:10/2 Bakırköy/İstanbul 34149_Bakırköy/İstanbul;1166;212-465 75 56;212-465 75 55;17.09.2007
8644;Türkiye Vakıflar Bankası T.A.O.;Florya İstanbul Şubesi;Şenlikköy Mah. Florya Caddesi No:63/1A Bakırköy/İstanbul 34153_Bakırköy/İstanbul;1166;212-426 08 68;212-598 67 34;05.12.2007
8645;Türkiye Vakıflar Bankası T.A.O.;İncirli İstanbul Şubesi;Kartaltepe Mahallesi İncirli Caddesi No:42/42A/42B/42C/42D B kırköy/İstanbul 34145_Bakırköy/İstanbul;1166;212-543 62 13;212-543 82 12;27.08.2010
8646;Türkiye Vakıflar Bankası T.A.O.;İstanbul Büyükşehir Belediyesi Bakırköy Bağlı Şubesi;Osmaniye Mahallesi Çobançeşme Koşuyolu Bulvarı No:5 Bakırköy İstanbul 34146_Bakırköy/İstanbul;1166;212-506 24 34;212-641 33 31;30.01.2001
8647;Türkiye Vakıflar Bankası T.A.O.;Türkiye Jokey Kulubü/İstanbul Bağlı Şubesi;Osmaniye Mahallesi Aksu Caddesi No:26 A Bakırköy/İstanbul 34146_Bakırköy/İstanbul;1166;212-572 23 82;212-572 24 09;19.10.2000
8648;Türkiye Vakıflar Bankası T.A.O.;Yeşilköy Şubesi;Yeşilköy Mahallesi Ümran Sokak No:4 Bakırköy/İstanbul 34149_Bakırköy/İstanbul;1166;212-574 10 57;212-663 34 08;26.10.1988
8649;Türkiye Vakıflar Bankası T.A.O.;Yeşilyurt Özel Bankacılık Şubesi;Yeşilyurt Mahallesi Sipahioğlu Caddesi No:2-4 Bakırköy/İstan ul 34149_Bakırköy/İstanbul;1166;212-463 04 00;212-662 56 92;03.04.2013
8650;Türkiye Vakıflar Bankası T.A.O.;Aykosan İkitelli İstanbul Şubesi;İkitelli Osb Mahallesi Heskoop Sanayi Sitesi Heskoop H Blok Sokak No:17/A Başakşehir/İstanbul 34490_Başakşehir/İstanbul;2050;212-777 67 72;212-777 67 73;10.07.2013
8651;Türkiye Vakıflar Bankası T.A.O.;Bahçeşehir İstanbul Şubesi;Bahçeşehir 2. Kısım Mah. Şehit Polis Gaffar Okkan Cad. A 14 Blok No:10 Başakşehir/İstanbul 34488_Başakşehir/İstanbul;2050;212-669 99 25;212-669 99 34;19.12.2007
8652;Türkiye Vakıflar Bankası T.A.O.;Başakşehir Meydan İstanbul Şubesi;Kayabaşı Mahallesi Adnan Menderes Bulvarı A3 Blok No:7/D-51 Başakşehir/İstanbul 34494_Başakşehir/İstanbul;2050;212-488 67 19;212-488 67 23;08.10.2009
8653;Türkiye Vakıflar Bankası T.A.O.;Başakşehir Şubesi;İkitelli O.S.B. Tümsan 2.Kısım Sanayi Sitesi Tüman 2.Kısım B Blok Sokak No:10 Başakşehir -İstanbul 34490_Başakşehir/İstanbul;2050;212-486 00 33;212-486 38 98;04.06.2008
8654;Türkiye Vakıflar Bankası T.A.O.;İkitelli Organize Sanayi İstanbul Şubesi;İkitelli Osb Mahallesi Bağcılar Güngören Avm B Blok No:1/B-15 Başakşehir/İstanbul 34490_Başakşehir/İstanbul;2050;212-671 98 50;212-671 97 54;10.07.2013
8655;Türkiye Vakıflar Bankası T.A.O.;İkitelli Ticari Şubesi;İkitelli Osb Mahallesi Atatürk Bulvarı Haseyad Sitesi No:58D Başakşehir/İstanbul 34490_Başakşehir/İstanbul;2050;212-692 04 15;212-671 85 68;07.05.2018
8656;Türkiye Vakıflar Bankası T.A.O.;İstanbul İkitelli Şubesi;İkitelli Osb Mahallesi Atatürk Bulvarı No:58B/11 Başakşehir/ stanbul 34490_Başakşehir/İstanbul;2050;212-692 04 00;212-549 97 77;15.03.2001
8657;Türkiye Vakıflar Bankası T.A.O.;Bayrampaşa Şubesi;Yenidoğan Mahallesi Numunebağı Caddesi No:15 Bayrampaşa/İsta bul 34030_Bayrampaşa/İstanbul;1886;212-613 12 03;212-612 46 72;25.06.1973
8658;Türkiye Vakıflar Bankası T.A.O.;Çevik Kuvvet İstanbul Bağlı Şubesi;Ortamahalle Mahallesi Abdi İpekçi Caddesi No:3-5 Bayrampaşa/ stanbul 34030_Bayrampaşa/İstanbul;1886;212-493 20 93;212-251 68 73;01.07.2008
8659;Türkiye Vakıflar Bankası T.A.O.;Mega Center Bayrampaşa İstanbul Şubesi;Kocatepe Mahallesi Yağ İskelesi Caddesi C.50 Blok No:23/A Ba rampaşa/İstanbul 34045_Bayrampaşa/İstanbul;1886;212-640 29 53;212-437 02 21;18.09.2013
8660;Türkiye Vakıflar Bankası T.A.O.;Sebzehali İstanbul Şubesi;Kocatepe Mahallesi Hal Yolu Sokak No:278/2 Bayrampaşa/İstanb l 34045_Bayrampaşa/İstanbul;1886;212-437 12 22;212-437 12 25;23.01.2008
8661;Türkiye Vakıflar Bankası T.A.O.;Uluyol Caddesi Bayrampaşa İstanbul Şubesi;Muratpaşa Mahallesi Uluyol Caddesi İstanbul Tower A-2 Blok No:17-19 Bayrampaşa/İstanbul 34040_Bayrampaşa/İstanbul;1886;212-567 05 33;212-567 05 74;01.08.2012
8662;Türkiye Vakıflar Bankası T.A.O.;Akatlar Özel Bankacılık Şubesi;Levent Mah.Ebulula Mardin Cad.No:41 Beşiktaş/İstanbul 34330_Beşiktaş/İstanbul;1183;212-317 08 50;212-279 09 43;05.10.2011
8663;Türkiye Vakıflar Bankası T.A.O.;Bebek İstanbul Şubesi;Bebek Mah. Cevdet Paşa Caddesi No:41/A Beşiktaş/İstanbul 34342_Beşiktaş/İstanbul;1183;212-265 78 81;212-265 78 56;01.08.2012
8664;Türkiye Vakıflar Bankası T.A.O.;Beşiktaş Çarşı İstanbul Şubesi;Sinanpaşa Mah. Beşiktaş Cad. No:1-A Beşiktaş/İstanbul 34022_Beşiktaş/İstanbul;1183;212-327 13 70;212-327 13 72;02.08.2010
8665;Türkiye Vakıflar Bankası T.A.O.;Beşiktaş Şubesi;Cihannüma Mah. Barbaros Bulvarı No:89A Beşiktaş/İstanbul 34022_Beşiktaş/İstanbul;1183;212-258 37 17;212-259 16 87;13.02.1969
8666;Türkiye Vakıflar Bankası T.A.O.;Dikilitaş Şubesi;Dikilitaş Mah. Emirhan Cad. No:78/A Beşiktaş/İstanbul 34349_Beşiktaş/İstanbul;1183;212-327 26 97;212-327 32 01;11.08.2010
8667;Türkiye Vakıflar Bankası T.A.O.;Etiler Şubesi;Etiler Mahallesi Nisbetiye Caddesi No:90/A Beşiktaş/İstanbul 34337_Beşiktaş/İstanbul;1183;212-257 78 88;212-265 64 90;21.09.1981
8668;Türkiye Vakıflar Bankası T.A.O.;İstanbul Gayrettepe Şubesi;Gayrettepe Mah. Yıldız Posta Cad. No:46A Beşiktaş/İstanbul 34349_Beşiktaş/İstanbul;1183;212-347 09 02;212-347 09 00;07.10.2010
8669;Türkiye Vakıflar Bankası T.A.O.;Levent Çarşı Şubesi;Levent Mah.Çarşı Cad. No:16 Beşiktaş/İstanbul 34330_Beşiktaş/İstanbul;1183;212-324 68 94;212-324 68 30;06.08.2010
8670;Türkiye Vakıflar Bankası T.A.O.;Levent Şubesi;Levent Mah.Çayır Çimen Sok.No:7 Beşiktaş/İstanbul 34330_Beşiktaş/İstanbul;1183;212-316 74 60;212-316 74 71;24.01.1990
8671;Türkiye Vakıflar Bankası T.A.O.;Levent Ticari Şubesi;Levent Mahallesi Çayır Çimen Sokak No:7/1 Beşiktaş/İstanbul 34330_Beşiktaş/İstanbul;1183;212-316 74 10;212-281 15 03;10.05.2018
8672;Türkiye Vakıflar Bankası T.A.O.;Ortaköy Şubesi;Yıldız Mahallesi Çırağan Caddesi No:95A Beşiktaş/İstanbul 34349_Beşiktaş/İstanbul;1183;212-236 70 05;212-260 14 46;07.06.1974
8673;Türkiye Vakıflar Bankası T.A.O.;Ulus İstanbul Şubesi;Kültür Mahallesi Körkadı Sokak No:1Aa D:3-4-5-6-3/A Beşiktaş İstanbul 34340_Beşiktaş/İstanbul;1183;212-257 13 40;212-257 13 41;03.08.2012
8674;Türkiye Vakıflar Bankası T.A.O.;Kavacık Şubesi;Kavacık Mahallesi Orhan Veli Kanık Caddesi No:72/A Beykoz/İs anbul 34810_Beykoz/İstanbul;1185;216-425 45 42;216-425 42 56;13.09.1990
8675;Türkiye Vakıflar Bankası T.A.O.;Paşabahçe İstanbul Şubesi;Gümüşsuyu Mahallesi Kelle İbrahim Caddesi No:45/B Beykoz İst nbul 34820_Beykoz/İstanbul;1185;216-425 04 02;216-322 38 60;17.05.1999
8676;Türkiye Vakıflar Bankası T.A.O.;E-5 Beylikdüzü İstanbul Şubesi;Yakuplu Merkez Mah.Hürriyet Blv. No:1/42-43 Beylikdüzü/İstan ul 34524_Beylikdüzü/İstanbul;2051;212-875 07 51;212-875 07 19;10.05.2010
8677;Türkiye Vakıflar Bankası T.A.O.;Gürpınar Su Ürünleri İstanbul Bağlı Şubesi;Dereağzı Mahallesi Denizyolu Caddesi No:28/1 Beylikdüzü/İsta bul 34528_Beylikdüzü/İstanbul;2051;212-458 44 99;212-458 45 13;09.08.2003
8678;Türkiye Vakıflar Bankası T.A.O.;Yakuplu/İstanbul Şubesi;Marmara Mahallesi 9. Sokak No:2/3-4 Beylikdüzü/İstanbul 34524_Beylikdüzü/İstanbul;2051;212-661 72 63;212-661 72 68;25.05.2010
8679;Türkiye Vakıflar Bankası T.A.O.;Beyoğlu Şubesi;Hüseyinağa Mah.İstiklal Cad. No:78 Beyoğlu/İstanbul 34435_Beyoğlu/İstanbul;1186;212-393 73 00;212-251 68 73;21.05.1958
8680;Türkiye Vakıflar Bankası T.A.O.;Elmadağ İstanbul Şubesi;Kocatepe Mahallesi Cumhuriyet Caddesi No:17A Beyoğlu/İstanbu 34437_Beyoğlu/İstanbul;1186;212-361 63 00;212-361 63 06;03.11.2010
8681;Türkiye Vakıflar Bankası T.A.O.;İstanbul Büyükşehir Belediyesi Kasımpaşa Bağlı Şubesi;Hacıahmet Mahallesi Muhsin Yazıcıoğlu Caddesi No:1/1 Beyoğlu İstanbul 34440_Beyoğlu/İstanbul;1186;212-235 17 71;212-238 34 19;01.07.2016
8682;Türkiye Vakıflar Bankası T.A.O.;İstanbul Ticaret Üniversitesi Bağlı Şubesi;Örnektepe Mahallesi İmrahor Caddesi No:88/2 Beyoğlu/İstanbul 34445_Beyoğlu/İstanbul;1186;212-210 04 71;216-210 04 73;03.06.2013
8683;Türkiye Vakıflar Bankası T.A.O.;Karaköy Şubesi;Arapcami Mahallesi Bankalar Cad.No:1 Beyoğlu/İstanbul 34421_Beyoğlu/İstanbul;1186;212-245 46 11;212-245 27 83;07.09.1962
8684;Türkiye Vakıflar Bankası T.A.O.;Karaköy Ticari Şubesi;Arapcami Mahallesi Bankalar Caddesi No:1-1 Beyoğlu/İstanbul 34421_Beyoğlu/İstanbul;1186;212-245 46 15;212-243 87 16;07.03.2018
8685;Türkiye Vakıflar Bankası T.A.O.;Kasımpaşa İstanbul Şubesi;Camii Kebir Mah.Bahriye Cad. No:43 Beyoğlu/İstanbul 34440_Beyoğlu/İstanbul;1186;212-255 44 33;212-255 44 13;11.02.2008
8686;Türkiye Vakıflar Bankası T.A.O.;Okmeydanı İstanbul Şubesi;Piyalepaşa Mah. Fatih Sultan Cad. No:18A Beyoğlu/İstanbul 34440_Beyoğlu/İstanbul;1186;212-361 18 24;212-361 18 25;03.08.2012
8687;Türkiye Vakıflar Bankası T.A.O.;Salıpazarı Şubesi;Pürtelaş Hasan Efendi Mah.Meclis-İ Mebusan Caddesi No:63/A B yoğlu/İstanbul 34427_Beyoğlu/İstanbul;1186;212-252 39 80;212-252 39 85;08.06.1992
8688;Türkiye Vakıflar Bankası T.A.O.;Sütlüce İstanbul Şubesi;Sütlüce Mah. İmrahor Cad. No2/2B Beyoğlu/İstanbul 34445_Beyoğlu/İstanbul;1186;212-255 70 89;212-255 70 65;07.05.2014
8689;Türkiye Vakıflar Bankası T.A.O.;Taksim İstanbul Şubesi;Gümüşsuyu Mahallesi Tak-I Zafer Caddesi No:1/1 Beyoğlu/İstan ul 34437_Beyoğlu/İstanbul;1186;212-393 25 00;212-243 46 52;02.05.1955
8690;Türkiye Vakıflar Bankası T.A.O.;Beykent İstanbul Şubesi;Pınar Tepe Mah. Yavuz Sultan Selim Bulvarı Vista 1 Sitesi A1 Blok No:28/A-4 Büyükçekmece/İstanbul 34500_Büyükçekmece/İstanbul;1782;212-856 01 80;212-856 01 92;01.12.1997
8691;Türkiye Vakıflar Bankası T.A.O.;Büyükçekmece Şubesi;Dizdariye Mahallesi Mimar Sinan Caddesi N0:1A/5 Büyükçekmece İstanbul 34500_Büyükçekmece/İstanbul;1782;212-881 33 60;212-882 18 62;02.06.1994
8692;Türkiye Vakıflar Bankası T.A.O.;Mimaroba İstanbul Şubesi;Ekinoba Mah. Hürriyet Cad. No:76/F Bağ. Böl:9 Büyükçekmece/İ t. 34535_Büyükçekmece/İstanbul;1782;212-863 22 66;212-863 22 56;12.01.2011
8693;Türkiye Vakıflar Bankası T.A.O.;Çatalca Şubesi;Ferhatpaşa Mahallesi Hasan Akın Sokak No:2/A Çatalca/İstanbu 34540_Çatalca/İstanbul;1237;212-789 13 06;212-789 27 05;25.10.1979
8694;Türkiye Vakıflar Bankası T.A.O.;Mimarsinan Çekmeköy İstanbul Şubesi;Mimar Sinan Mahallesi Mimar Sinan Caddesi No:3/A Çekmeköy/İs anbul 34782_Çekmeköy/İstanbul;2052;216-642 99 91;216-642 99 94;05.02.2009
8695;Türkiye Vakıflar Bankası T.A.O.;Taşdelen İstanbul Şubesi;Sultançiftliği Mah. Turgut Özal Caddesi No:89-93/E Çekmeköy İstanbul 34788_Çekmeköy/İstanbul;2052;216-290 62 00;216-290 62 07;13.08.2012
8696;Türkiye Vakıflar Bankası T.A.O.;Atışalanı İstanbul Şubesi;Birlik Mahallesi Atışalanı Caddesi No:155A Esenler İstanbul 34230_Esenler/İstanbul;2016;212-431 32 80;212-430 61 95;16.10.2014
8697;Türkiye Vakıflar Bankası T.A.O.;Esenler Şubesi;Fevzi Çakmak Mahallesi Atışalanı Cad. No:52D Esenler/İstanb l 34220_Esenler/İstanbul;2016;212-568 29 21;212-562 56 98;20.05.1986
8698;Türkiye Vakıflar Bankası T.A.O.;Bulvar Esenyurt/İstanbul Şubesi;Ardıçlı Mahallesi Doğan Araslı Bulvarı No:222A Esenyurt/İsta bul 34510_Esenyurt/İstanbul;2053;212-602 03 98;212-550 29 51;18.04.2014
8699;Türkiye Vakıflar Bankası T.A.O.;Cumhuriyet Caddesi İstanbul Şubesi;Barbaros Hayrettin Paşa Mahallesi, Nazım Hikmet Bulvarı, No:86/E Esenyurt / İstanbul 34515_Esenyurt/İstanbul;2053;212-853 82 70;212-854 33 80;10.07.2013
8700;Türkiye Vakıflar Bankası T.A.O.;Esenyurt Sanayi/İstanbul Şubesi;Osmangazi Mahallesi Hadımköy Yolu Caddesi No:38G Esenyurt/İs anbul 34522_Esenyurt/İstanbul;2053;212-886 42 02;212-886 93 19;09.07.2013
8701;Türkiye Vakıflar Bankası T.A.O.;Esenyurt Şubesi;İnönü Mahallesi Doğan Araslı Bulvarı No:92B Esenyurt/İstanb l 34510_Esenyurt/İstanbul;2053;212-620 04 21;212-620 73 08;01.09.2005
8702;Türkiye Vakıflar Bankası T.A.O.;Hadımköy Ticari Şubesi;Akçaburgaz Mahallesi Hadımköy Yolu Caddesi No:154-156/1 Esen urt/İstanbul 34522_Esenyurt/İstanbul;2053;212-886 27 93;212-886 34 65;09.03.2018
8703;Türkiye Vakıflar Bankası T.A.O.;Hadımköy Yolu Esenyurt İstanbul Şubesi;Akçaburgaz Mahallesi Hadımköy Yolu Cad. No:154-156/1 Esenyur /İstanbul 34522_Esenyurt/İstanbul;2053;212-886 27 95;212-886 21 06;03.09.2007
8704;Türkiye Vakıflar Bankası T.A.O.;Alibeyköy İstanbul Şubesi;Alibeyköy Mahallesi Namık Kemal Caddesi No:50/A Eyüpsultan/İ tanbul 34060_Eyüpsultan/İstanbul;1325;212-627 99 02;212-627 99 17;25.01.2011
8705;Türkiye Vakıflar Bankası T.A.O.;Edirnekapı İstanbul Bağlı Şubesi;Topçular Mahallesi Beylerbeyi Caddesi No:2/1 Eyüpsultan/İsta bul 34055_Eyüpsultan/İstanbul;1325;212-522 47 84;212-522 47 86;07.09.2015
8706;Türkiye Vakıflar Bankası T.A.O.;Eyüpsultan İstanbul Şubesi;İslambey Mahallesi Fahri Korutürk Caddesi No:37/A Eyüpsultan İstanbul 34050_Eyüpsultan/İstanbul;1325;212-417 58 32;212-417 58 16;13.06.2011
8707;Türkiye Vakıflar Bankası T.A.O.;Eyüpsultan Topçular İstanbul Şubesi;Topçular Mahallesi Rami Kışla Caddesi No:1A Eyüpsultan/İstan ul 34055_Eyüpsultan/İstanbul;1325;212-674 77 21;212-544 64 98;26.12.1968
8708;Türkiye Vakıflar Bankası T.A.O.;Göktürk Kemerburgaz İstanbul Şubesi;Göktürk Mahallesi İstanbul Caddesi No:38/L-M-T Eyüpsultan/İs anbul 34077_Eyüpsultan/İstanbul;1325;212-322 52 55;212-322 13 65;01.02.2008
8709;Türkiye Vakıflar Bankası T.A.O.;İski Kağıthane Bağlı Şubesi;Güzeltepe Mahallesi Alibey Caddesi No:7/1 Eyüpsultan/İstanbu 34060_Eyüpsultan/İstanbul;1325;212-295 24 49;212-295 24 59;03.01.2006
8710;Türkiye Vakıflar Bankası T.A.O.;Yeşilpınar İstanbul Şubesi;Yeşilpınar Mahallesi Budak Sokak No:19-21/1 Eyüpsultan/İstan ul 34065_Eyüpsultan/İstanbul;1325;212-477 99 99;212-477 99 58;26.01.2011
8711;Türkiye Vakıflar Bankası T.A.O.;Aksaray İstanbul Şubesi;Haseki Sultan Mahallesi Turgut Özal Millet Cad. No:9A Fatih/ stanbul 34096_Fatih/İstanbul;1327;212-529 62 00;212-529 62 05;17.01.2003
8712;Türkiye Vakıflar Bankası T.A.O.;Beyazıt İstanbul Şubesi;Mimar Kemalettin Mahallesi Ordu Caddesi No:5 Fatih/İstanbul 34130_Fatih/İstanbul;1327;212-516 84 23;212-516 23 75;21.12.1959
8713;Türkiye Vakıflar Bankası T.A.O.;Cağaloğlu İstanbul Şubesi;Molla Fenari Mah.Nur-U Osmaniye Cad.No:26 Fatih/İstanbul 34120_Fatih/İstanbul;1327;212-519 29 64;212-519 29 65;03.07.1989
8714;Türkiye Vakıflar Bankası T.A.O.;Fatih Şubesi;Ali Kuşçu Mahallesi Macar Kardeşler Caddesi No:42 Fatih/İsta bul 34083_Fatih/İstanbul;1327;212-531 61 03;212-525 43 32;12.09.1968
8715;Türkiye Vakıflar Bankası T.A.O.;İl Özel İdare İstanbul Bağlı Şubesi;Hırka-İ Şerif Mahallesi Adnan Menderes Vatan Bulvarı No:64/0 Fatih/İstanbul 34091_Fatih/İstanbul;1327;212-533 01 55;212-533 01 54;17.12.1997
8716;Türkiye Vakıflar Bankası T.A.O.;İstanbul Büyükşehir Belediyesi Saraçhane Bağlı Şubesi;Kemalpaşa Mahallesi 15 Temmuz Şehitleri Caddesi No:3 Fatih/ İstanbul 34134_Fatih/İstanbul;1327;212-520 72 50;212-520 72 49;03.10.2005
8717;Türkiye Vakıflar Bankası T.A.O.;İstanbul Emniyet Müdürlüğü Bağlı Şubesi;Hırka-İ Şerif Mahallesi Adnan Menderes Vatan Bulvarı No:58/1 Fatih/İstanbul 34091_Fatih/İstanbul;1327;212-635 77 34;212-635 84 13;02.05.2011
8718;Türkiye Vakıflar Bankası T.A.O.;İstanbul Şubesi;Hobyar Mahallesi Yeni Camii Caddesi No:28 Fatih/İstanbul 34112_Fatih/İstanbul;1327;212-514 09 36;212-512 84 24;14.06.1954
8719;Türkiye Vakıflar Bankası T.A.O.;Karagümrük İstanbul Şubesi;Hırka-İ Şerif Mahallesi Fevzipaşa Caddesi No:223/E Fatih/İst nbul 34091_Fatih/İstanbul;1327;212-631 00 42;212-631 02 09;25.04.2011
8720;Türkiye Vakıflar Bankası T.A.O.;Kocamustafapaşa İstanbul Şubesi;Seyit Ömer Mahallesi Altımermer Caddesi No:7/A Fatih/İstanbu 34098_Fatih/İstanbul;1327;212-589 34 23;212-589 15 80;13.01.2012
8721;Türkiye Vakıflar Bankası T.A.O.;Laleli/İstanbul Şubesi;Kemalpaşa Mah. Ordu Cad. No:58/B Fatih/İstanbul 34134_Fatih/İstanbul;1327;212-522 30 88;212-522 30 96;07.07.2011
8722;Türkiye Vakıflar Bankası T.A.O.;Mercan Şubesi;Tahtakale Mahallesi Vasıfçınar Caddesi No:7 Fatih/İstanbul 34116_Fatih/İstanbul;1327;212-455 53 00;212-511 40 34;26.12.1968
8723;Türkiye Vakıflar Bankası T.A.O.;Sirkeci Şubesi;Hobyar Mah. Büyük Postahane Cad. No:20A Fatih/İstanbul 34112_Fatih/İstanbul;1327;212-513 91 40;212-513 31 18;01.08.1969
8724;Türkiye Vakıflar Bankası T.A.O.;Şehremini Şubesi;Şehremini Mahallesi Turgut Özal Millet Caddesi No:177/A Fati /İstanbul 34104_Fatih/İstanbul;1327;212-530 99 44;212-530 74 23;22.08.1955
8725;Türkiye Vakıflar Bankası T.A.O.;Validesultan Şubesi;Aksaray Mahallesi Teceddüt Sokak No:3 Fatih/İstanbul 34096_Fatih/İstanbul;1327;212-459 75 00;212-586 57 52;14.09.1992
8726;Türkiye Vakıflar Bankası T.A.O.;Vatan Caddesi İstanbul Şubesi;Akşemsettin Mah.Adnan Menderes Vatan Bulvarı No:36 Fatih/İst nbul 34080_Fatih/İstanbul;1327;212-453 45 00;212-635 23 84;02.06.2008
8727;Türkiye Vakıflar Bankası T.A.O.;Beşyüzevler İstanbul Şubesi;Barbaros Hayrettin Paşa Mah.Eski Edirne Asfaltı Cad.No:216A Gaziosmanpaşa/İstanbul 34250_Gaziosmanpaşa/İstanbul;1336;212-537 10 60;212-537 37 55;01.11.2007
8728;Türkiye Vakıflar Bankası T.A.O.;Gaziosmanpaşa Çarşı İstanbul Şubesi;Bağlarbaşı Mah. Bağlarbaşı Cad. No:47/A Gaziosmanpaşa/İstanb l 34245_Gaziosmanpaşa/İstanbul;1336;212-545 11 47;212-614 60 63;04.01.1990
8729;Türkiye Vakıflar Bankası T.A.O.;Gaziosmanpaşa Şubesi;Merkez Mahallesi Cumhuriyet Meydanı No:25/A Gaziosmanpaşa/İs anbul 34245_Gaziosmanpaşa/İstanbul;1336;212-418 46 00;212-418 46 03;03.04.1972
8730;Türkiye Vakıflar Bankası T.A.O.;Küçükköy İstanbul Şubesi;Yeni Mahalle Cengiz Topel Cad. No: 169/A Gaziosmanpaşa/İsta bul 34250_Gaziosmanpaşa/İstanbul;1336;212-535 07 11;212-535 24 22;24.06.2010
8731;Türkiye Vakıflar Bankası T.A.O.;Güngören Sanayi İstanbul Şubesi;Sanayi Mah. Sancaklı Caddesi No:42/B Güngören/İstanbul 34165_Güngören/İstanbul;2010;212-677 60 15;212-677 60 04;02.08.2012
8732;Türkiye Vakıflar Bankası T.A.O.;Güngören Şubesi;Merkez Mah.Posta Cad. No:105 Güngören/İstanbul 34164_Güngören/İstanbul;2010;212-505 09 18;212-505 91 97;01.06.2009
8733;Türkiye Vakıflar Bankası T.A.O.;Merter Şubesi;Mehmet Nesih Özmen Mah. Fatih Cad. No:29 Güngören/İstanbul 34173_Güngören/İstanbul;2010;212-637 10 30;212-637 18 49;26.10.1988
8734;Türkiye Vakıflar Bankası T.A.O.;Merter Ticari Şubesi;Mehmet Nesih Özmen Mahallesi Akçay Sokak No:4/A Güngören/İst nbul 34173_Güngören/İstanbul;2010;212-642 27 82;212-502 77 84;26.04.2018
8735;Türkiye Vakıflar Bankası T.A.O.;Atatürk Caddesi Kozyatağı İstanbul Şubesi;Sahrayı Cedit Mah. Atatürk Cad. No:16/A Kadıköy/İstanbul 34734_Kadıköy/İstanbul;1421;216-478 60 85;216-408 11 50;10.08.2012
8736;Türkiye Vakıflar Bankası T.A.O.;Bostancı Şubesi;Kozyatağı Mahallesi Şemsettin Günaltay Cad. No:68C Kadıköy/İ tanbul 34742_Kadıköy/İstanbul;1421;216-384 80 95;216-384 71 92;27.03.1991
8737;Türkiye Vakıflar Bankası T.A.O.;Caddebostan İstanbul Şubesi;Caddebostan Mah. Bağdat Cad. No:266/B Kadıköy/İstanbul 34728_Kadıköy/İstanbul;1421;216-369 33 27;216-369 16 64;09.10.2008
